Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Variety.Simplified,Bag.Weight.Kg
essencecoffee,Ethiopia,yirgacheffe,250,30 kg,Blossom Valley International,2014,2015-05-23,Ethiopian Yirgacheffe,Washed,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,green,3,1900.0,1900.0,1900.0,Other,30.0
essencecoffee,Costa Rica,costa rica,20,69 kg,Blossom Valley International,2014,2015-05-23,Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,0,0.0,green,1,1750.0,1750.0,1750.0,Other,69.0
eric thormaehlen,Costa Rica,west valley,275,1 kg,Specialty Coffee Association of Costa Rica,2014,2014-03-05,Catuai,Washed,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,0,0.0,green,4,1200.0,1200.0,1200.0,Hybrid,1.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,taichung xinshe 台中市新社區,10,30 kg,Blossom Valley International,2014,2013-12-26,Typica,Washed,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,0,0.0,green,0,1000.0,1000.0,1000.0,Foundational/Mutation,30.0
dream together,Kenya,nyeri,235,60 kg,Specialty Coffee Institute of Asia,2012,2012-09-16,SL28,Washed,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0.0,green,0,2000.0,2000.0,2000.0,SL-Selection,60.0
juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,2012,2012-07-17,Bourbon,Washed,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,0.11,0,0.0,green,4,1310.64,1310.64,1310.64,Foundational/Mutation,1.0
juan luis alvarado romero,Guatemala,acatenango,125,1 kg,Asociacion Nacional Del Café,2012,2012-07-03,Bourbon,Washed,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,8.0,84.67,0.12,0,0.0,green,4,1524.0,1524.0,1524.0,Foundational/Mutation,1.0
organizaciones de productores de cafe colimense,Mexico,el remudadero,80,1 kg,AMECAFE,2012,2012-07-02,Typica,Washed,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.13,0,0.0,green,3,1200.0,1200.0,1200.0,Foundational/Mutation,1.0
afca,Uganda,mbale,320,60 kg,Africa Fine Coffee Association,2012,2012-02-13,Other,Washed,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0.0,green,3,1700.0,1850.0,1775.0,Other,60.0
ethiopia commodity exchange,Ethiopia,sidamo,300,6,Ethiopia Commodity Exchange,2010,2010-06-17,Typica,Washed,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,7.83,84.67,0.2,0,0.0,green,3,1500.0,2000.0,1750.0,Foundational/Mutation,6.0
jungle estate,Kenya,nyeri,66,60 kg,Kenya Coffee Traders Association,2012,2018-01-11,SL34,Washed,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,0.11,0,0.0,green,5,1754.0,1754.0,1754.0,SL-Selection,60.0
daniel magu,Kenya,nyeri,100,60 kg,Kenya Coffee Traders Association,2013,2014-07-21,Peaberry,Washed,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.1,0,0.0,green,2,1800.0,1800.0,1800.0,Other,60.0
juan luis alvarado romero,Guatemala,jalapa,250,69 kg,Asociacion Nacional Del Café,2014,2014-05-29,Pacas,Washed,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,0.11,0,0.0,green,1,1524.0,1524.0,1524.0,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2014,2014-03-24,Bourbon,Washed,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,0.09,0,0.0,green,0,1219.2,1219.2,1219.2,Foundational/Mutation,69.0
lusso lab,Costa Rica,tres rios,1,1 kg,Specialty Coffee Association,2012,2013-03-12,Bourbon,Semi-Washed,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,green,2,1450.0,1700.0,1575.0,Foundational/Mutation,1.0
exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,2012,2012-10-09,Caturra,Washed,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,0,0.0,green,6,1800.0,1800.0,1800.0,Foundational/Mutation,70.0
nucoffee,Brazil,vale da grama,37,60 kg,NUCOFFEE,2011,2011-12-23,Bourbon,Semi-Washed,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,green,2,1300.0,1300.0,1300.0,Foundational/Mutation,60.0
nucoffee,Brazil,mountains of minas gerais,35,60 kg,NUCOFFEE,2011,2011-12-03,Catuai,Semi-Washed,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,0.11,0,0.0,green,1,1100.0,1100.0,1100.0,Hybrid,60.0
max gurdian,Costa Rica,valle central,275,18975 kg,Specialty Coffee Association of Costa Rica,2018,2017-11-28,Caturra,Washed,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,0.1,0,0.0,green,2,1200.0,1200.0,1200.0,Foundational/Mutation,18975.0
ecom japan limited,Uganda,eastern uganda,200,12000 kg,Uganda Coffee Development Authority,2016,2017-03-14,SL14,Washed,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,green,1,1750.0,1750.0,1750.0,SL-Selection,12000.0
yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,2015,2016-04-06,Catimor,Washed,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,0.1,0,0.0,green,1,1680.0,1680.0,1680.0,Hybrid,60.0
fabian calderon mora,Costa Rica,tarrazu,250,1 lbs,Specialty Coffee Association of Costa Rica,2014,2015-07-06,Caturra,Washed,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,0,0.0,green,0,1700.0,1700.0,1700.0,Foundational/Mutation,1.0
federacion nacional de cafeteros,Colombia,cauca,275,2 kg,Almacafé,2016,2015-06-05,Other,Washed,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,0.12,1,0.0,green,0,1800.0,1800.0,1800.0,Other,2.0
juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2013,2013-02-26,Bourbon,Washed,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,0.11,0,0.0,green,2,1310.64,1310.64,1310.64,Foundational/Mutation,69.0
dream together,Kenya,nyeri,235,60 kg,Specialty Coffee Institute of Asia,2012,2012-09-16,SL28,Washed,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,0.11,0,0.0,green,0,2000.0,2000.0,2000.0,SL-Selection,60.0
maria imelda uscanga martinez,Mexico,hustusco,56,1 kg,AMECAFE,2012,2012-07-11,Typica,Washed,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,0.12,0,0.0,green,0,1350.0,1350.0,1350.0,Foundational/Mutation,1.0
alfredo bojalil,Mexico,jaltenango,250,1 kg,AMECAFE,2012,2012-06-06,Typica,Washed,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.5,0.11,0,0.0,green,4,1500.0,1500.0,1500.0,Foundational/Mutation,1.0
juan luis alvarado romero,Guatemala,"el tumbador, san marcos",250,69 kg,Asociacion Nacional Del Café,2012,2012-02-16,Bourbon,Washed,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,green,2,1300.0,1310.64,1310.64,Foundational/Mutation,69.0
max gurdian,Costa Rica,tarrazu,275,69 kg,Specialty Coffee Association of Costa Rica,2016,2017-03-23,Caturra,Washed,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,0,0.0,green,3,1300.0,1300.0,1300.0,Foundational/Mutation,69.0
kao ming lee,Taiwan,"mountain ali, taiwan",2,2 kg,Specialty Coffee Association,2012,2013-07-10,Typica,Washed,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,0.11,0,0.0,green,0,1200.0,1200.0,1200.0,Foundational/Mutation,2.0
kona pacific farmers cooperative,Hawaii,kona,5,100 lbs,Specialty Coffee Association,2012,2013-01-21,Hawaiian Kona,Natural,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,0.11,0,0.0,green,1,1300.0,1310.64,1310.64,Specialty Regional,100.0
maria amalia guadalupe toriello elorza,Mexico,tapachula,69,1 kg,AMECAFE,2012,2012-06-06,Pacamara,Washed,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,0.12,2,0.0,green,4,900.0,900.0,900.0,Hybrid,1.0
ethiopia commodity exchange,Ethiopia,limu,360,6 kg,Ethiopia Commodity Exchange,2010,2010-06-17,Typica,Natural,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,7.75,84.42,0.2,0,0.0,green,2,1300.0,1310.64,1310.64,Foundational/Mutation,6.0
lydiah mwangi,Kenya,nyeri,150,60 kg,Kenya Coffee Traders Association,2018,2017-08-03,SL28,Washed,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,0.11,0,0.0,green,4,1800.0,1800.0,1800.0,SL-Selection,60.0
bismarck castro,Honduras,comayagua,275,66 kg,Instituto Hondureño del Café,2016,2017-05-11,Caturra,Washed,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,0,0.0,green,3,1500.0,1500.0,1500.0,Foundational/Mutation,66.0
bismarck castro,Honduras,central region,275,69 kg,Instituto Hondureño del Café,2016,2016-04-04,Catuai,Washed,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,0,1.0,green,2,1500.0,1500.0,1500.0,Hybrid,69.0
carcafe ltda ci,Colombia,huila,250,70 kg,Almacafé,2015,2015-04-29,Caturra,Natural,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,0.11,6,0.0,green,0,442.0,442.0,442.0,Foundational/Mutation,70.0
victor hugo melchor cordova,Mexico,tuxtla gutierrez,100,80 kg,AMECAFE,2012,2012-07-27,Typica,Washed,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,7.83,84.33,0.12,0,0.0,green,1,1700.0,1700.0,1700.0,Foundational/Mutation,80.0
nucoffee,Brazil,south of minas,80,60 kg,NUCOFFEE,2011,2011-10-28,Caturra,Washed,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,0,0.0,green,2,900.0,1200.0,1050.0,Foundational/Mutation,60.0
the coffee source inc.,Guatemala,nuevo oriente,250,1,Specialty Coffee Association,2010,2010-04-30,Typica,Washed,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,84.33,0.04,1,0.0,green,1,1341.12,1432.56,1386.84,Foundational/Mutation,1.0
"lin, che-hao krude 林哲豪",Taiwan,國姓鄉 guoshing township,10,5 kg,Specialty Coffee Association,2016,2017-08-10,Typica,Washed,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,0.12,0,0.0,green,0,1000.0,1000.0,1000.0,Foundational/Mutation,5.0
松澤宏樹 koju matsuzawa,Thailand,chiang rai thailand,20,25 kg,Specialty Coffee Institute of Asia,2015,2016-11-02,Catimor,Natural,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,0.12,0,0.0,green,0,1200.0,1200.0,1200.0,Hybrid,25.0
carcafe ltda ci,Colombia,nariño,275,70 kg,Almacafé,2016,2016-08-05,Caturra,Natural,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,green,2,2560.0,2560.0,2560.0,Foundational/Mutation,70.0
juan luis alvarado romero,Guatemala,antigua,230,69 kg,Asociacion Nacional Del Café,2016,2016-05-23,Caturra,Washed,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.11,0,4.0,green,4,1500.0,1500.0,1500.0,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,2015,2016-04-06,Caturra,Washed,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,0.1,0,0.0,green,1,1099.4136,1099.4136,1099.4136,Foundational/Mutation,69.0
yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,2015,2016-04-06,Catimor,Natural,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.1,0,0.0,green,1,1400.0,1400.0,1400.0,Hybrid,60.0
racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,2015,2015-11-19,Caturra,Washed,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,green,3,1600.0,1950.0,1775.0,Foundational/Mutation,70.0
racafe & cia s.c.a,Colombia,huila,248,70 kg,Almacafé,2015,2015-10-26,Caturra,Washed,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25,0.12,4,0.0,green,2,1600.0,1950.0,1775.0,Foundational/Mutation,70.0
federacion nacional de cafeteros,Colombia,cauca,275,2 kg,Almacafé,2016,2015-06-05,Other,Washed,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25,0.12,0,0.0,green,0,1800.0,1800.0,1800.0,Other,2.0
carcafe ltda ci,Colombia,huila,250,70 kg,Almacafé,2015,2015-04-29,Caturra,Natural,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.12,3,0.0,green,0,442.0,442.0,442.0,Foundational/Mutation,70.0
tembo coffee company ltd,Tanzania,shizingo village,10,60 kg,Africa Fine Coffee Association,2014,2014-12-12,Other,Washed,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,0.12,0,0.0,green,7,1620.0,1620.0,1620.0,Other,60.0
taylor winch (t) ltd,Tanzania,mbeya,65,60 kg,Africa Fine Coffee Association,2014,2014-12-12,Other,Washed,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,green,2,1600.0,1600.0,1600.0,Other,60.0
juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2014,2014-08-21,Bourbon,Other,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,7.83,84.25,0.1,0,0.0,green,1,1219.2,1219.2,1219.2,Foundational/Mutation,69.0
exportadora de cafe condor s.a,Colombia,cauca,250,70 kg,Almacafé,2013,2013-10-01,Caturra,Washed,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,green,2,1700.0,1700.0,1700.0,Foundational/Mutation,70.0
kona pacific farmers cooperative,Hawaii,kona,7,100 lbs,Specialty Coffee Association,2012,2012-12-11,Hawaiian Kona,Natural,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,84.25,0.11,1,0.0,green,1,1300.0,1310.64,1310.64,Specialty Regional,100.0
jesus salazar velasco,Mexico,san pedro cotzilnam,10,1 kg,AMECAFE,2012,2012-09-11,Typica,Semi-Washed,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,green,1,1450.0,1450.0,1450.0,Foundational/Mutation,1.0
manuel herrera juarez,Mexico,veracruz,20,1 kg,AMECAFE,2012,2012-04-09,Bourbon,Washed,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,green,0,1170.0,1170.0,1170.0,Foundational/Mutation,1.0
alfredo bojalil,Mexico,"la concordia, chiapas",250,1 kg,AMECAFE,2012,2012-04-02,Bourbon,Washed,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,7.83,84.25,0.1,0,0.0,green,4,1400.0,1400.0,1400.0,Foundational/Mutation,1.0
afca,Uganda,kasese,1,60 kg,Africa Fine Coffee Association,2012,2012-02-13,Other,Natural,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25,0.13,4,0.0,green,29,1700.0,1700.0,1700.0,Other,60.0
juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,2017,2017-06-01,Bourbon,Washed,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,7.75,84.17,0.13,0,0.0,green,1,1700.0,1700.0,1700.0,Foundational/Mutation,69.0
wayner jimenez,Costa Rica,tarrazu,150,69 kg,Specialty Coffee Association of Costa Rica,2016,2016-08-19,Caturra,Washed,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,0.09,0,0.0,green,2,1700.0,1700.0,1700.0,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,2016,2016-06-23,Caturra,Washed,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,84.17,0.11,0,0.0,green,6,1116.7872,1116.7872,1116.7872,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,solola,377,69 kg,Asociacion Nacional Del Café,2016,2016-06-01,Caturra,Washed,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.17,0.1,0,1.0,green,10,1565.0,1565.0,1565.0,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,norte,130,69 kg,Asociacion Nacional Del Café,2016,2016-06-01,Bourbon,Washed,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.83,84.17,0.1,0,0.0,green,2,3280.0,3280.0,3280.0,Foundational/Mutation,69.0
cooperativa el gorrion r.l,Nicaragua,jinotega,275,2 kg,Specialty Coffee Association of Costa Rica,2015,2015-08-03,Caturra,Natural,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,7.83,84.17,0.12,0,0.0,green,0,900.0,1100.0,1000.0,Foundational/Mutation,2.0
asefa dukamo keroma,Ethiopia,snnprg; kafa; telo woreda; shada kebele,320,60 kg,METAD Agricultural Development plc,2014,2015-03-26,Gesha,Natural,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.1,0,0.0,green,5,1545.0,1668.0,1606.5,Geisha,60.0
selian coffee estate,Tanzania,arusha,10,60 kg,Africa Fine Coffee Association,2014,2014-12-12,Other,Washed,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,0,0.0,green,0,1400.0,1400.0,1400.0,Other,60.0
olam agro colombia,Colombia,huila,250,1 kg,Almacafé,2015,2014-10-15,Other,Washed,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,84.17,0.12,0,0.0,green,4,1530.0,1530.0,1530.0,Other,1.0
chris finch,Guatemala,oriente,275,5 lbs,Specialty Coffee Association,2013,2014-07-16,Catimor,Washed,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,84.17,0.11,0,0.0,green,0,1300.0,1310.64,1310.64,Hybrid,5.0
owen carver,Brazil,"minas gerais, br",1,2 kg,Specialty Coffee Association,2012,2013-05-20,Mundo Novo,Natural,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,green,3,894.0,1183.0,1038.5,Hybrid,2.0
juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2013,2013-05-09,Bourbon,Washed,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,84.17,0.11,0,0.0,green,4,1310.64,1310.64,1310.64,Foundational/Mutation,69.0
atlantic specialty coffee,El Salvador,apaneca,275,2 kg,Specialty Coffee Association,2013,2013-03-18,Bourbon,Natural,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,84.17,0.11,0,0.0,green,2,1500.0,1500.0,1500.0,Foundational/Mutation,2.0
juan luis alvarado romero,Guatemala,guatemala,275,1 kg,Asociacion Nacional Del Café,2012,2012-03-26,Catuai,Natural,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,green,2,1300.0,1310.64,1310.64,Hybrid,1.0
afca,Uganda,mt. rwenzori,320,60 kg,Africa Fine Coffee Association,2012,2012-02-13,Other,Washed,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,84.17,0.11,0,0.0,green,1,1500.0,1700.0,1600.0,Other,60.0
pt.royal pacific indah international,Indonesia,aceh tengah,2,2 kg,Specialty Coffee Association of Indonesia,2017,2017-05-24,Mandheling,Natural,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,84.13,0.12,0,0.0,green,0,1300.0,1310.64,1310.64,Specialty Regional,2.0
"lin, che-hao krude 林哲豪",Taiwan,"nanxi dist., tainan city 臺南市楠西區",10,20 kg,Specialty Coffee Association,2016,2016-05-18,Typica,Washed,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,84.08,0.1,0,0.0,green,4,968.0,968.0,968.0,Foundational/Mutation,20.0
juan luis alvarado romero,Guatemala,oriente,50,69 kg,Asociacion Nacional Del Café,2016,2016-04-27,Bourbon,Washed,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,84.08,0.1,0,0.0,green,4,1300.0,1310.64,1310.64,Foundational/Mutation,69.0
lusso lab,Guatemala,"aldea xeucalvitz, ixil region, quiche department",1,2 kg,Specialty Coffee Association,2014,2014-06-16,Bourbon,Washed,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,84.08,0.1,0,0.0,green,10,1550.0,1550.0,1550.0,Foundational/Mutation,2.0
kona pacific farmers cooperative,Hawaii,kona,14,100 lbs,Specialty Coffee Association,2012,2013-01-24,Hawaiian Kona,Natural,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,84.08,0.11,1,0.0,green,9,1300.0,1310.64,1310.64,Specialty Regional,100.0
andres martinez leon,Mexico,santo domingo cacalotepec,300,1 kg,AMECAFE,2012,2012-09-04,Typica,Washed,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,84.08,0.11,1,0.0,green,10,1480.0,1480.0,1480.0,Foundational/Mutation,1.0
steven kil,Ethiopia,"ethiopia, sidamo",100,60 kg,Specialty Coffee Association,2012,2012-08-17,Other,Natural,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,7.92,84.08,0.09,0,0.0,green,15,1800.0,1800.0,1800.0,Other,60.0
amanda powers,Costa Rica,tarrazu,275,150 lbs,Specialty Coffee Association,2017,2018-01-11,Gesha,Washed,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,84.0,0.08,1,2.0,green,13,1300.0,1310.64,1310.64,Geisha,150.0
kyagalanyi coffee ltd,Ethiopia,sidamo,320,60 kg,Uganda Coffee Development Authority,2017,2017-06-05,Gesha,Natural,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,84.0,0.11,3,11.0,green,1,1800.0,1800.0,1800.0,Geisha,60.0
bismarck castro,Honduras,comayagua,275,66 kg,Instituto Hondureño del Café,2017,2017-05-11,Caturra,Washed,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.0,0.1,0,0.0,green,5,1500.0,1500.0,1500.0,Foundational/Mutation,66.0
juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,2015,2015-06-10,Caturra,Washed,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,84.0,0.12,0,0.0,green,7,1658.112,1755.648,1706.88,Foundational/Mutation,69.0
olam agro colombia,Colombia,huila,250,1 kg,Almacafé,2015,2014-12-18,Other,Washed,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,84.0,0.11,2,0.0,green,7,1600.0,1600.0,1600.0,Other,1.0
juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2014,2014-08-08,Bourbon,Natural,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,84.0,0.1,0,0.0,green,1,1219.2,1219.2,1219.2,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2014,2014-06-27,Bourbon,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,84.0,0.1,0,0.0,green,0,1219.2,1219.2,1219.2,Foundational/Mutation,69.0
olam agro colombia,Colombia,huila,250,1 kg,Almacafé,2014,2014-05-27,Catimor,Washed,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,84.0,0.12,0,0.0,green,0,1480.0,1480.0,1480.0,Hybrid,1.0
compañia colombiana agroindustrial s.a,Colombia,santander,250,70 kg,Almacafé,2014,2014-05-27,Caturra,Natural,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,84.0,0.12,0,0.0,green,0,1450.0,1450.0,1450.0,Foundational/Mutation,70.0
racafe & cia s.c.a,Colombia,huila,138,70 kg,Almacafé,2014,2014-04-08,Caturra,Washed,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,84.0,0.12,0,0.0,green,3,1600.0,1950.0,1775.0,Foundational/Mutation,70.0
lusso lab,Ethiopia,sidamo,50,60 kg,Specialty Coffee Association,2013,2014-01-17,Other,Natural,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,84.0,0.09,4,0.0,green,40,1550.0,1550.0,1550.0,Other,60.0
ipanema coffees,Brazil,south of minas,320,60 kg,Specialty Coffee Association,2014,2014-01-02,Yellow Bourbon,Natural,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,84.0,0.1,0,0.0,green,0,1260.0,1260.0,1260.0,Foundational/Mutation,60.0
exportadora de cafe condor s.a,Colombia,cauca,270,70 kg,Almacafé,2013,2013-06-21,Caturra,Washed,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,84.0,0.11,0,0.0,green,1,1700.0,1700.0,1700.0,Foundational/Mutation,70.0
doi tung development project,Thailand,thailand,2,1 kg,Specialty Coffee Association,2012,2012-06-21,Other,Washed,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84.0,0.12,0,0.0,green,0,1300.0,1310.64,1310.64,Other,1.0
